Actual Density,Mean D between Robots,Num Robots,Mean SDE,Min SDE,Max SDE,SDE Range
0.66437167,45.144196,6,2.0333335,1.2,2.8000002,1.6000001
0.7301764,48.81162,4,2.0833333,1.4000001,2.7333333,1.3333333
45.626816,25.990538,2,1.1,1,1.2,0.20000005
2.3293037,40.32073,3,2,2,2,0
1.2081633,53.53004,3,2,2,2,0
0.786697,50.378197,3,1.4,1.2,1.8000001,0.6
24.218786,64.25936,2,1,1,1,0
0.64198565,46.740086,6,2.0333335,1.2,2.8000002,1.6000001
0.6719867,45.3351,4,1.5500001,1.2,1.9000001,0.70000005
326.9403,25.698494,2,1,1,1,0
1.8725538,43.453125,3,2,2,2,0
1.0480884,57.889545,3,2,2,2,0
0.8525076,47.296356,3,1.4,1.2,1.8000001,0.6
0.38945496,56.61702,7,1.6857144,1,2,1
0.6165094,48.588444,6,2.0333335,1.2,2.8000002,1.6000001
23.303932,25.795141,2,1,1,1,0
1.5196155,35.74364,3,1.4333334,1.2,1.9000001,0.70000005
0.89623237,61.923687,3,2,2,2,0
0.9233905,44.328125,3,1.4,1.2,1.8000001,0.6
0.40547884,55.43703,7,1.7428571,1.2,2,0.79999995
0.5912527,53.110138,6,2.3777778,1.2,3.6000001,2.4
9.982106,27.152554,2,1,1,1,0
1.2520365,39.10901,3,1.4,1.2,1.8000001,0.6
0.7661868,62.343136,3,1.4666667,1.2,2,0.79999995
1.0164809,41.391735,3,1.4,1.2,1.8000001,0.6
0.47836655,50.844715,6,1.7000002,1.2,2,0.79999995
0.56702876,53.675434,6,2.338889,1.2,2.9333334,1.7333333
7.0125465,27.816366,2,1,1,1,0
1.0471187,42.40248,3,1.4,1.2,1.8000001,0.6
0.66485876,66.28194,3,1.4,1.2,1.8000001,0.6
1.1260948,38.70208,3,1.4,1.2,1.8000001,0.6
0.5189628,49.20707,6,1.7000002,1.2,2,0.79999995
0.88374454,51.022186,4,2.5333333,2.2,2.8666668,0.66666675
5.1103225,29.809364,2,1,1,1,0
4.8672705,49.473736,2,1.1,1,1.2,0.20000005
1.0503786,42.64674,3,1.4,1.2,1.8000001,0.6
3.5608637,68.45382,2,1,1,1,0
1.2511342,36.468067,3,1.4,1.2,1.8000001,0.6
0.5601677,47.671364,6,1.7000002,1.2,2,0.79999995
0.88294613,50.186085,4,2.5333333,2.2,2.8666668,0.66666675
3.0189178,61.188072,3,1.3333334,1,1.8000001,0.8000001
3.8654194,32.773636,2,1,1,1,0
1.0436946,43.41592,3,1.4,1.2,1.8000001,0.6
1.3534812,46.122425,3,1.9333334,1.9000001,2,0.099999905
0.6085004,46.302437,6,1.7000002,1.2,2,0.79999995
0.8680826,44.432537,4,2.1083333,1.4000001,2.7333333,1.3333333
2.9436822,61.10095,3,1.4,1.2,1.8000001,0.6
3.0146618,36.524437,2,1,1,1,0
0.8948393,46.961334,3,1.4,1.2,1.8000001,0.6
1.4358896,45.088028,3,2,2,2,0
0.6512641,44.962013,6,1.7000002,1.2,2,0.79999995
0.85932064,44.031578,4,2.0833333,1.4000001,2.7333333,1.3333333
2.5069466,61.08758,3,1.4,1.2,1.8000001,0.6
2.6000695,39.261547,2,1,1,1,0
8.175041,24.874393,2,1.1,1,1.2,0.20000005
1.5651472,44.35184,3,2,2,2,0
0.70599604,43.75077,6,1.7000002,1.2,2,0.79999995
0.8498712,44.36311,4,2.0833333,1.4000001,2.7333333,1.3333333
3.4469302,51.771935,2,1.1,1,1.2,0.20000005
2.330404,41.677765,2,1,1,1,0
19.586853,21.12653,2,1,1,1,0
1.713301,44.317677,3,2,2,2,0
0.7821409,46.45558,6,2.0166667,1.2,2.8000002,1.6000001
0.7874772,45.64726,4,2.0833333,1.4000001,2.7333333,1.3333333
3.2721424,47.01154,2,1,1,1,0
2.2089517,43.223698,2,1,1,1,0
147.9251,17.771814,2,1,1,1,0
1.6564586,44.36601,3,2,2,2,0
0.87103313,44.758514,6,2.0333335,1.2,2.8000002,1.6000001
0.7502477,46.432793,4,2.0833333,1.4000001,2.7333333,1.3333333
3.2414663,42.554592,2,1,1,1,0
2.0369277,46.154427,2,1,1,1,0
838.78735,19.455524,2,1,1,1,0
1.6149207,44.686726,3,2,2,2,0
3.2581296,36.45259,3,2.0333333,2,2.1,0.099999905
0.7223963,46.977642,4,2.0833333,1.4000001,2.7333333,1.3333333
3.2271605,38.835754,2,1,1,1,0
1.9764695,48.68108,2,1,1,1,0
2.584308,49.779293,3,2,2,2,0
86.05431,19.550623,2,1,1,1,0
1.593309,44.952957,3,2,2,2,0
3.687882,33.025444,3,2,2,2,0
0.69410294,47.68358,4,2.0833333,1.4000001,2.7333333,1.3333333
3.7256792,34.146034,2,1,1,1,0
2.0271814,51.493988,2,1,1,1,0
2.6018069,39.584892,3,1.4333334,1.2,1.9000001,0.70000005
60.44921,21.942194,2,1,1,1,0
1.5675919,45.513676,3,2,2,2,0
4.0940924,33.799046,3,2,2,2,0
0.66599214,48.254494,4,2.0833333,1.4000001,2.7333333,1.3333333
4.224415,30.843884,2,1,1,1,0
2.1174507,55.069824,2,1,1,1,0
2.6306021,38.602425,3,1.4,1.2,1.8000001,0.6
299.5819,21.350801,2,1,1,1,0
1.518718,46.80849,3,2,2,2,0
4.934386,32.80013,3,2,2,2,0
0.6487906,48.613255,4,2.0833333,1.4000001,2.7333333,1.3333333
5.168767,28.329008,2,1,1,1,0
2.3752117,58.226776,2,1,1,1,0
2.5816286,48.25297,3,1.9333334,1.9000001,2,0.099999905
309.69067,21.479584,2,1,1,1,0
1.4551121,48.560253,3,2,2,2,0
5.527094,32.274033,3,2,2,2,0
0.63184166,48.91248,4,2.0833333,1.4000001,2.7333333,1.3333333
6.972419,27.209532,2,1,1,1,0
2.8197095,61.330044,2,1,1,1,0
2.5190523,47.443676,3,2,2,2,0
312.28485,21.486473,2,1,1,1,0
3.4656308,67.866104,2,0.9,0.8,1,0.19999999
1.4087619,50.1188,3,2,2,2,0
6.356168,31.775932,3,2,2,2,0
0.6179172,49.058907,4,2.0833333,1.4000001,2.7333333,1.3333333
13.532118,25.989578,2,1,1,1,0
3.808983,64.60323,2,1,1,1,0
2.4684858,46.9667,3,2,2,2,0
445.67224,22.475252,2,1,1,1,0
4.7433505,62.5415,2,1,1,1,0
1.3647369,51.90337,3,2,2,2,0
10.044093,30.768732,3,2,2,2,0
0.61371773,48.972603,4,2.0833333,1.4000001,2.7333333,1.3333333
1069.5347,25.22664,2,1,1,1,0
7.899178,66.93167,2,1,1,1,0
2.440016,46.481808,3,2,2,2,0
205.8098,22.858324,2,1,1,1,0
8.667737,57.207,2,1,1,1,0
1.2900568,53.754414,3,2,2,2,0
19.420954,29.789759,3,2,2,2,0
0.6126899,48.87375,4,2.0833333,1.4000001,2.7333333,1.3333333
13.626003,26.75054,2,1,1,1,0
35.78091,68.32109,2,1,1,1,0
2.7261095,43.195267,3,2,2,2,0
69.45434,24.173756,2,1,1,1,0
445.58102,52.877968,2,1,1,1,0
1.1620262,55.75854,3,2,2,2,0
38.045578,29.108973,3,2,2,2,0
0.63178563,47.934803,4,2.0833333,1.4000001,2.7333333,1.3333333
6.8981314,28.768383,2,1,1,1,0
2.6819315,42.763855,3,2,2,2,0
48.15504,24.784214,2,1,1,1,0
9.693847,48.93301,2,1,1,1,0
1.0562145,49.10769,3,1.4666667,1.2,2,0.79999995
10.705185,28.182379,3,2,2,2,0
0.6518327,46.66174,4,2.0833333,1.4000001,2.7333333,1.3333333
4.546462,31.366901,2,1,1,1,0
4.1792855,41.243774,3,2,2,2,0
42.147854,24.94955,2,1,1,1,0
4.9142423,46.03949,2,1,1,1,0
0.938573,49.967117,3,1.4,1.2,1.8000001,0.6
6.485091,27.99002,3,2,2,2,0
0.66276646,45.456043,4,2.0833333,1.4000001,2.7333333,1.3333333
3.3505373,34.815987,2,1,1,1,0
3.6559637,40.316425,3,2,2,2,0
32.163235,25.301914,2,1,1,1,0
3.9198706,42.299896,2,1,1,1,0
0.8443684,50.834137,3,1.4,1.2,1.8000001,0.6
4.7321315,28.213404,3,2,2,2,0
0.6636488,44.86033,4,2.0833333,1.4000001,2.7333333,1.3333333
2.6102562,39.170216,2,1,1,1,0
5.504326,40.202785,3,2,2,2,0
29.832283,25.408512,2,1,1,1,0
3.362986,39.567024,2,1,1,1,0
0.7733125,51.895935,3,1.4,1.2,1.8000001,0.6
1.2590314,38.882904,4,1.9833333,1.2,2.7333333,1.5333333
0.6613796,44.46045,4,2.0833333,1.4000001,2.7333333,1.3333333
2.2744951,42.787533,2,1,1,1,0
8.128704,39.153538,3,2,2,2,0
17.138687,26.750961,2,1,1,1,0
2.9335563,38.55414,2,1,1,1,0
0.70140874,53.29272,3,1.4,1.2,1.8000001,0.6
1.3534968,38.45104,4,2.0833333,1.4000001,2.7333333,1.3333333
0.6703238,43.808723,4,2.0833333,1.4000001,2.7333333,1.3333333
1.9710569,47.454216,2,1,1,1,0
6.5225263,38.34061,3,2,2,2,0
10.835235,28.32173,2,1,1,1,0
0.8194279,53.896885,3,1.2666668,1,1.8000001,0.8000001
0.64418226,54.716393,3,1.4,1.2,1.8000001,0.6
1.4307759,38.56562,4,2.0833333,1.4000001,2.7333333,1.3333333
1.7862297,52.10427,2,1,1,1,0
5.5195775,37.880795,3,2,2,2,0
8.476429,30.071142,2,1,1,1,0
3.1127825,35.558777,3,2.0666666,2,2.1,0.099999905
0.82398105,52.761078,3,1.4000001,1.2,1.8000001,0.6
0.59123504,56.275414,3,1.4,1.2,1.8000001,0.6
1.5479064,38.7398,4,2.0833333,1.4000001,2.7333333,1.3333333
1.6290478,57.13244,2,1,1,1,0
4.9687366,37.402218,3,2,2,2,0
7.9169207,30.670486,2,1,1,1,0
3.1711478,36.148533,3,2,2,2,0
0.82509345,52.802685,3,1.4000001,1.2,1.8000001,0.6
0.54162693,57.980793,3,1.4,1.2,1.8000001,0.6
1.7502302,38.86667,4,2.0833333,1.4000001,2.7333333,1.3333333
1.4708916,62.487,2,1,1,1,0
3.8847058,40.420242,3,2,2,2,0
7.3784337,31.497507,2,1,1,1,0
3.2992225,36.50674,3,2,2,2,0
0.8072141,53.763115,3,1.4000001,1.2,1.8000001,0.6
0.49836427,59.73201,3,1.4,1.2,1.8000001,0.6
2.0066998,39.279045,4,2.0833333,1.4000001,2.7333333,1.3333333
0.8476551,69.6211,2,0.9,0.8,1,0.19999999
1.3705844,67.70825,2,1,1,1,0
3.2150156,43.549137,3,2,2,2,0
6.6683545,32.60171,2,1,1,1,0
3.6320446,35.799778,3,2,2,2,0
0.79028684,55.3285,3,1.4000001,1.2,1.8000001,0.6
0.4604433,61.645866,3,1.4,1.2,1.8000001,0.6
2.4818063,45.647724,4,2.5083334,2.1,2.8666668,0.7666669
1.0156308,63.86272,2,1,1,1,0
2.6303265,46.627644,3,2,2,2,0
6.0190544,33.526024,2,1,1,1,0
3.8395782,35.59216,3,2,2,2,0
0.78101146,57.073196,3,1.4000001,1.2,1.8000001,0.6
0.43219492,63.326797,3,1.4,1.2,1.8000001,0.6
3.2924216,45.707417,4,2.5333333,2.2,2.8666668,0.66666675
1.2384499,58.26828,2,1,1,1,0
2.2898781,38.29888,3,1.4333334,1.2,1.9000001,0.70000005
5.6501646,34.220013,2,1,1,1,0
4.116525,34.88936,3,2,2,2,0
0.79563165,58.205494,3,1.4000001,1.2,1.8000001,0.6
0.44261777,62.969643,3,1.4,1.2,1.8000001,0.6
3.8276715,46.45082,4,2.5333333,2.2,2.8666668,0.66666675
1.5484352,52.673603,2,1,1,1,0
2.0368352,40.10707,3,1.4,1.2,1.8000001,0.6
6.5838356,32.44799,2,1,1,1,0
5.443404,33.976315,3,2,2,2,0
0.8134033,59.72647,3,1.4000001,1.2,1.8000001,0.6
0.44870678,63.31272,3,1.4,1.2,1.8000001,0.6
3.8929176,40.410706,4,2.1416667,1.4000001,2.8666668,1.4666667
1.9864028,46.996006,2,1,1,1,0
1.8618417,41.890602,3,1.4,1.2,1.8000001,0.6
7.5328493,30.858635,2,1,1,1,0
4.4629555,35.022114,3,2,2,2,0
0.4635397,63.642334,3,1.4,1.2,1.8000001,0.6
3.8930745,40.17686,4,2.0833333,1.4000001,2.7333333,1.3333333
2.5574727,41.378513,2,1,1,1,0
1.7409725,43.422096,3,1.4,1.2,1.8000001,0.6
17.374475,50.10317,2,1.1,1,1.2,0.20000005
8.481333,29.418478,2,1,1,1,0
6.215769,35.01224,3,2,2,2,0
0.47297156,64.71569,3,1.4,1.2,1.8000001,0.6
3.9364011,39.750977,4,2.0833333,1.4000001,2.7333333,1.3333333
3.4807372,35.49747,2,1,1,1,0
1.6753627,44.681866,3,1.4,1.2,1.8000001,0.6
12.278647,48.618946,2,1,1,1,0
9.460662,28.250864,2,1,1,1,0
8.541309,35.830914,3,2,2,2,0
0.49113756,65.78648,3,1.4,1.2,1.8000001,0.6
3.5150304,38.514572,4,2.0833333,1.4000001,2.7333333,1.3333333
1.1660856,65.38048,2,0.9,0.8,1,0.19999999
5.2060866,29.692972,2,1,1,1,0
1.5439019,46.75908,3,1.4,1.2,1.8000001,0.6
4.7256827,47.85172,2,1,1,1,0
10.892346,27.149822,2,1,1,1,0
12.533196,37.062336,3,2,2,2,0
0.51919955,66.835175,3,1.4,1.2,1.8000001,0.6
0.4862117,48.340847,7,2.2619047,1.2,3.5,2.3
1.360631,60.218895,2,1,1,1,0
8.637691,24.217674,2,1,1,1,0
2.9553144,47.96188,2,1,1,1,0
12.440269,26.197906,2,1,1,1,0
24.712234,38.66389,3,2,2,2,0
1.4759285,65.08398,2,1,1,1,0
0.8786731,45.583775,5,2.51,2.2,3.65,1.45
1.6010568,55.123722,2,1,1,1,0
18.83172,19.060133,2,1,1,1,0
8.958044,28.326668,2,1.1,1,1.2,0.20000005
2.2504344,48.046093,2,1,1,1,0
13.557142,25.443876,2,1,1,1,0
30.608341,39.939354,3,2,2,2,0
1.5308009,63.9558,2,1,1,1,0
0.92120653,45.27889,5,2.48,2.2,3.6000001,1.4000001
1.8010412,51.305836,2,1,1,1,0
10.375857,21.362778,2,1,1,1,0
12.385313,29.265638,2,1,1,1,0
1.9180303,48.057007,2,1,1,1,0
13.438722,25.553436,2,1,1,1,0
21.106382,40.92369,3,2,2,2,0
1.5765717,63.137905,2,1,1,1,0
0.95454067,43.521008,5,2.48,2.2,3.6000001,1.4000001
2.032405,47.74629,2,1,1,1,0
7.456709,23.592144,2,1,1,1,0
19.159885,29.999624,2,1,1,1,0
1.6601357,49.616734,2,1,1,1,0
13.312523,25.664349,2,1,1,1,0
11.962649,42.05512,3,2,2,2,0
1.572211,63.22649,2,1,1,1,0
1.0584958,41.378136,5,2.48,2.2,3.6000001,1.4000001
2.276593,44.7869,2,1,1,1,0
6.0979033,25.627892,2,1,1,1,0
34.99403,30.549862,2,1,1,1,0
1.4954721,51.72092,2,1,1,1,0
12.867987,26.207373,2,1,1,1,0
9.278553,42.718296,3,2,2,2,0
0.74822867,43.754658,6,2.402778,1.2,3.65,2.45
1.5809681,63.056995,2,1,1,1,0
2.5720003,42.00399,2,1,1,1,0
4.9965897,28.509706,2,1,1,1,0
76.45923,30.715948,2,1,1,1,0
1.3332211,55.298862,2,1,1,1,0
12.506718,26.853941,2,1,1,1,0
7.02079,43.380524,3,2,2,2,0
0.78390086,43.017403,6,2.4361112,1.4000001,3.65,2.25
1.1573349,69.48069,2,0.9,0.8,1,0.19999999
1.6340905,61.926235,2,1,1,1,0
2.7246833,40.580124,2,1,1,1,0
4.4451,30.92291,2,1,1,1,0
102.15056,31.070297,2,1,1,1,0
1.175733,59.92578,2,1,1,1,0
12.720271,26.244774,2,1,1,1,0
5.5603623,44.20148,3,2,2,2,0
0.79939055,42.23941,6,2.4361112,1.4000001,3.65,2.25
0.5476326,67.51727,3,1.3666668,1.2,1.7,0.5
1.6990722,60.740204,2,1,1,1,0
2.9542649,38.676674,2,1,1,1,0
3.9595141,34.084534,2,1,1,1,0
41.891514,31.15201,2,1,1,1,0
1.1022999,63.84081,2,1,1,1,0
13.411254,25.045372,2,1,1,1,0
2.8108582,51.509598,4,2.0083332,1.2,2.7333333,1.5333333
0.8088471,45.226868,6,2.7027779,1.4000001,3.65,2.25
0.61566466,63.849953,3,1.4,1.2,1.8000001,0.6
1.75227,59.927692,2,1,1,1,0
3.4733934,35.50583,2,1,1,1,0
3.6654098,36.889988,2,1,1,1,0
40.00061,31.146152,2,1,1,1,0
1.0435343,68.10798,2,1,1,1,0
13.693162,24.087301,2,1,1,1,0
2.5965087,50.84892,4,2.0833335,1.4000001,2.7333333,1.3333333
0.81469214,47.64742,6,3.0083332,2.2,3.8000002,1.6000001
0.70659703,60.015266,3,1.4,1.2,1.8000001,0.6
1.8678403,58.720936,2,1,1,1,0
3.8784509,33.544598,2,1,1,1,0
3.3920152,40.120716,2,1,1,1,0
33.79692,31.104115,2,1,1,1,0
13.631371,23.747574,2,1,1,1,0
2.3761833,43.521473,4,1.6500001,1.2,2.1,0.89999986
0.8194644,47.338924,6,3.0555553,2.3,3.8000002,1.5000002
0.83229035,55.630875,3,1.4,1.2,1.8000001,0.6
1.9664937,57.77687,2,1,1,1,0
4.371049,31.612936,2,1,1,1,0
3.3625054,42.916718,2,1,1,1,0
29.366003,30.997278,2,1,1,1,0
12.92927,22.915648,2,1,1,1,0
2.357961,42.167736,4,1.55,1.2,1.9000001,0.70000005
0.8268701,46.750195,6,3.0555553,2.3,3.8000002,1.5000002
0.9964823,51.008316,3,1.4,1.2,1.8000001,0.6
2.0614285,56.61711,2,1,1,1,0
0.84040123,69.34629,2,0.9,0.8,1,0.19999999
4.9541183,29.539455,2,1,1,1,0
3.416874,45.49395,2,1,1,1,0
1.0745882,68.91199,2,0.9,0.8,1,0.19999999
26.517956,30.862503,2,1,1,1,0
12.376313,22.052658,2,1,1,1,0
2.3841712,40.716824,4,1.55,1.2,1.9000001,0.70000005
0.8378394,46.51955,6,3.0555553,2.3,3.8000002,1.5000002
1.1987414,46.884605,3,1.4,1.2,1.8000001,0.6
2.2855937,54.85324,2,1,1,1,0
0.9192015,65.970146,2,1,1,1,0
5.4558,28.146332,2,1,1,1,0
3.7034814,48.25119,2,1,1,1,0
1.2006391,66.46404,2,1,1,1,0
24.294798,30.76878,2,1,1,1,0
12.055591,21.383202,2,1,1,1,0
2.358528,39.300446,4,1.55,1.2,1.9000001,0.70000005
0.8648122,46.007427,6,3.0555553,2.3,3.8000002,1.5000002
1.2520566,43.304493,3,1.4,1.2,1.8000001,0.6
2.5615366,52.985268,2,1,1,1,0
1.0085884,63.268074,2,1,1,1,0
5.1759915,28.821587,2,1,1,1,0
3.9774933,50.317757,2,1,1,1,0
1.3704953,64.13471,2,1,1,1,0
32.382984,30.835476,2,1,1,1,0
12.014478,21.34624,2,1,1,1,0
2.22441,38.00163,4,1.55,1.2,1.9000001,0.70000005
0.8956256,47.937035,6,3.3322222,2.3,4.56,2.26
1.3071593,39.955414,3,1.4,1.2,1.8000001,0.6
2.8165445,51.533894,2,1,1,1,0
1.1280919,60.58266,2,1,1,1,0
5.1651344,28.847641,2,1,1,1,0
5.357598,52.826622,2,1,1,1,0
1.6149449,61.658123,2,1,1,1,0
509.8164,30.968277,2,1,1,1,0
12.567691,21.826899,2,1,1,1,0
2.203814,36.773575,4,1.55,1.2,1.9000001,0.70000005
0.9126336,49.61246,6,3.6816666,2.4,4.64,2.2399998
1.3741976,47.672867,3,1.9000001,1.8000001,2,0.19999993
3.4052413,49.80171,2,1,1,1,0
1.2589034,58.63135,2,1,1,1,0
4.386598,31.098305,2,1,1,1,0
6.369509,55.412075,2,1,1,1,0
1.9823939,58.770256,2,1,1,1,0
23.700113,31.02328,2,1,1,1,0
13.743594,22.188663,2,1,1,1,0
2.355807,43.50443,4,2.0666666,1.4000001,2.6666667,1.2666667
0.93953305,46.47929,6,3.4444447,1.6,4,2.4
1.475502,44.67592,3,2,2,2,0
4.0649757,48.371014,2,1,1,1,0
1.3800797,57.877697,2,1,1,1,0
3.803498,33.203625,2,1,1,1,0
33.69587,57.8852,2,1,1,1,0
2.4569104,55.52459,2,1,1,1,0
11.934919,31.324398,2,1,1,1,0
15.007856,22.485735,2,1,1,1,0
2.553573,40.89847,4,2.0833333,1.4000001,2.7333333,1.3333333
0.9747001,45.1268,6,3.416667,1.6,3.95,2.35
1.5914736,42.046436,3,2,2,2,0
4.9064217,47.000607,2,1,1,1,0
1.4501818,58.32146,2,1,1,1,0
3.238919,36.01077,2,1,1,1,0
5.9152513,60.762978,2,1,1,1,0
3.1773264,51.31503,2,1,1,1,0
8.81389,32.052807,2,1,1,1,0
18.970259,23.20562,2,1,1,1,0
2.7244709,38.093437,4,2.0833333,1.4000001,2.7333333,1.3333333
0.9955512,44.275196,6,3.416667,1.6,3.95,2.35
1.4040942,44.17238,3,2,2,2,0
6.0262322,46.216305,2,1,1,1,0
1.5315396,59.246002,2,1,1,1,0
2.9711993,37.53589,2,1,1,1,0
5.953823,66.32506,2,1,1,1,0
4.3525844,47.176838,2,1,1,1,0
6.7650204,32.80024,2,1,1,1,0
19.350088,23.302483,2,1,1,1,0
2.8873456,35.513912,4,2.0833333,1.4000001,2.7333333,1.3333333
1.0347248,43.216915,6,3.416667,1.6,3.95,2.35
1.2601895,46.23711,3,2,2,2,0
9.26306,45.492977,2,1,1,1,0
1.741883,59.1704,2,1,1,1,0
2.7442327,39.09212,2,1,1,1,0
7.2447524,42.62466,2,1,1,1,0
5.5866933,33.90031,2,1,1,1,0
20.71698,23.509665,2,1,1,1,0
2.835149,43.58383,4,2.4583333,2.1,2.8000002,0.7000003
1.0179572,42.3048,6,3.416667,1.6,3.95,2.35
1.1786823,35.709717,3,1.4666667,1.2,2,0.79999995
16.447857,45.42839,2,1,1,1,0
1.9955559,59.12085,2,1,1,1,0
2.508875,40.889805,2,1,1,1,0
14.625199,39.127583,2,1,1,1,0
4.9843903,34.550846,2,1,1,1,0
22.546469,23.73995,2,1,1,1,0
2.7473528,42.203247,4,2.5333333,2.2,2.8666668,0.66666675
0.98807657,41.288494,6,3.416667,1.6,3.95,2.35
1.1308967,36.489914,3,1.4,1.2,1.8000001,0.6
105.98394,45.459354,2,1,1,1,0
2.2929633,59.45012,2,1,1,1,0
2.3220286,42.50805,2,1,1,1,0
183.80104,36.08297,2,1,1,1,0
3.9620037,36.49156,2,1,1,1,0
28.444708,24.788849,2,1,1,1,0
2.8278065,41.302185,4,2.5333333,2.2,2.8666668,0.66666675
0.9641301,45.2175,6,3.99,2.4,4.76,2.3600001
1.0716455,37.775433,3,1.4,1.2,1.8000001,0.6
10.081363,45.728138,2,1,1,1,0
2.665812,59.85939,2,1,1,1,0
2.1424947,44.23295,2,1,1,1,0
24.37669,34.104805,2,1,1,1,0
3.4141262,37.85852,2,1,1,1,0
54.52058,26.23366,2,1,1,1,0
2.9201922,40.278564,4,2.5333333,2.2,2.8666668,0.66666675
0.941146,44.52983,6,4.07,2.6,4.76,2.1600003
1.0442901,39.016235,3,1.4,1.2,1.8000001,0.6
6.4162984,45.315826,2,1,1,1,0
3.049876,60.526417,2,1,1,1,0
1.9962724,45.75741,2,1,1,1,0
13.159366,33.18086,2,1,1,1,0
2.9130757,39.524933,2,1,1,1,0
304.0255,28.476614,2,1,1,1,0
3.3799741,39.580162,4,2.5333333,2.2,2.8666668,0.66666675
0.911801,44.332077,6,4.07,2.6,4.76,2.1600003
1.005986,41.24746,3,1.4,1.2,1.8000001,0.6
4.1530213,47.034065,2,1,1,1,0
3.7867377,61.075703,2,1,1,1,0
1.8892602,46.99785,2,1,1,1,0
8.949295,32.576225,2,1,1,1,0
2.5032697,41.470104,2,1,1,1,0
31.28561,31.081306,2,1,1,1,0
3.5046537,40.57926,4,2.5333333,2.2,2.8666668,0.66666675
0.8342403,45.005825,6,4.07,2.6,4.76,2.1600003
0.95496804,44.33728,3,1.4,1.2,1.8000001,0.6
3.3008628,47.804543,2,1,1,1,0
4.7199736,61.480587,2,1,1,1,0
1.8891588,46.999077,2,1,1,1,0
6.600511,31.026867,2,1,1,1,0
2.210392,43.600594,2,1,1,1,0
17.481773,32.914627,2,1,1,1,0
3.2166247,40.863472,4,2.5333333,2.2,2.8666668,0.66666675
0.8104563,45.118862,6,4.07,2.6,4.76,2.1600003
0.835952,47.853203,3,1.4,1.2,1.8000001,0.6
3.1784594,43.46869,2,1,1,1,0
6.1777687,61.710663,2,1,1,1,0
1.8259724,47.7858,2,1,1,1,0
5.1827874,31.326904,2,1,1,1,0
2.0041046,45.485783,2,1,1,1,0
11.669351,34.80966,2,1,1,1,0
2.771479,41.433495,4,2.5333333,2.2,2.8666668,0.66666675
0.7880075,44.54776,6,4.07,2.6,4.76,2.1600003
5.917327,30.287325,2,1,1,1,0
3.6795738,38.204967,2,1,1,1,0
7.5753155,62.004948,2,1,1,1,0
1.7321903,49.026764,2,1,1,1,0
4.227637,32.346382,2,1,1,1,0
1.8536321,47.047596,2,1,1,1,0
8.20886,37.634453,2,1,1,1,0
2.390956,34.777134,4,2.0833335,1.4000001,2.7333333,1.3333333
0.7877073,41.841084,6,3.8116665,1.8,4.72,2.9199998
3.9665039,33.154827,2,1,1,1,0
4.162597,33.455154,2,1,1,1,0
9.564256,62.407753,2,1,1,1,0
1.7684705,48.534126,2,1,1,1,0
3.7088358,33.352196,2,1,1,1,0
1.6996893,48.864998,2,1,1,1,0
0.70986974,41.65836,6,1.9833332,1,2.8000002,1.8000002
0.7898531,40.75139,6,3.78,1.8,4.68,2.8799999
3.1360714,35.808506,2,1,1,1,0
5.0898175,28.729336,2,1,1,1,0
34.095566,63.996403,2,1,1,1,0
1.8248888,47.85187,2,1,1,1,0
3.3303258,34.8065,2,1,1,1,0
1.5427414,51.062164,2,1,1,1,0
0.6457821,41.735886,6,2.0333335,1.2,2.8000002,1.6000001
0.4242788,43.55915,8,3.2525,1,4.72,3.7199998
2.7073307,38.688065,2,1,1,1,0
6.2600126,25.296312,2,1,1,1,0
63.201225,65.23468,2,1,1,1,0
1.8063534,48.051735,2,1,1,1,0
3.0123198,36.444668,2,1,1,1,0
0.59304893,41.797607,6,2.0333335,1.2,2.8000002,1.6000001
0.31313854,47.445683,9,3.3688889,1.2,4.72,3.5199997
2.3090403,42.98443,2,1,1,1,0
8.734295,22.921368,2,1,1,1,0
15.935071,66.391685,2,1,1,1,0
1.897033,47.23046,2,1,1,1,0
2.7690687,38.09124,2,1,1,1,0
0.5460833,42.11844,6,2.0333335,1.2,2.8000002,1.6000001
0.70674586,60.15988,3,1.4000001,1.2,1.8000001,0.6
1.9314115,48.28878,2,1,1,1,0
12.105009,23.734724,2,1,1,1,0
0.99001884,43.768906,6,4.07,2.6,4.76,2.1600003
9.918868,67.703545,2,1,1,1,0
2.0790415,45.968063,2,1,1,1,0
2.642465,39.20894,2,1,1,1,0
0.5096963,42.37943,6,2.0333335,1.2,2.8000002,1.6000001
0.6660143,60.047592,3,1.4000001,1.2,1.8000001,0.6
1.644531,53.778637,2,1,1,1,0
15.225008,23.187782,2,1,1,1,0
1.032246,42.311375,6,3.7711112,2.6,4.68,2.08
7.779779,69.15874,2,1,1,1,0
2.1045027,45.862938,2,1,1,1,0
2.5451157,40.199696,2,1,1,1,0
1.0876874,46.711544,3,1.4333334,1.2,1.9000001,0.70000005
7.028098,29.558792,3,2.0333333,2,2.1,0.099999905
3.0763264,48.02039,2,1.1,1,1.2,0.20000005
1.387645,59.594215,2,1,1,1,0
76.833244,21.971846,2,1,1,1,0
1.0369449,42.88827,6,3.7711112,2.6,4.68,2.08
1.3744965,67.42125,2,0.9,0.8,1,0.19999999
2.0125399,46.196823,2,1,1,1,0
2.4733388,41.206673,2,1,1,1,0
1.1231521,45.395233,3,1.4,1.2,1.8000001,0.6
6.896311,30.56397,3,2,2,2,0
