Actual Density,Mean D between Robots,Num Robots,Mean SDE,Min SDE,Max SDE,SDE Range
4.499028,43.12849,2,1,1,1,0
1.1816221,65.48061,2,1,1,1,0
166.21284,17.923452,2,1,1,1,0
1.1155202,43.025158,6,3.7711112,2.6,4.68,2.08
1.3609273,63.3731,2,1,1,1,0
1.9345204,46.563267,2,1,1,1,0
2.4242904,41.938274,2,1,1,1,0
1.1844542,52.610474,3,1.9333334,1.9000001,2,0.099999905
6.57558,31.952467,3,2,2,2,0
6.458665,37.580307,2,1,1,1,0
131.91241,21.616253,2,1,1,1,0
1.0641104,43.308456,6,3.7711112,2.6,4.68,2.08
1.3988277,59.219135,2,1,1,1,0
1.865022,46.953323,2,1,1,1,0
2.430061,41.801964,2,1,1,1,0
1.2408308,42.908073,3,1.4333334,1.2,1.9000001,0.70000005
6.2756925,32.89983,3,2,2,2,0
8.758227,32.389812,2,1,1,1,0
126.648056,23.273573,2,1,1,1,0
1.0429761,44.629314,6,4.024444,3.3333335,4.72,1.3866663
1.4355285,55.708393,2,1,1,1,0
1.8211548,47.04967,2,1,1,1,0
0.9567591,64.99761,2,0.9,0.8,1,0.19999999
2.417536,41.58905,2,1,1,1,0
1.3197601,41.495262,3,1.4,1.2,1.8000001,0.6
5.95677,33.378525,3,2,2,2,0
11.643451,26.85584,2,1,1,1,0
20.332054,21.927174,2,1,1,1,0
1.0294131,42.419525,6,3.788889,2.6,4.72,2.12
1.438809,53.742516,2,1,1,1,0
1.7864914,47.32156,2,1,1,1,0
1.1522745,59.529194,2,1,1,1,0
2.4212446,41.12221,2,1,1,1,0
1.2369593,43.777992,3,1.4,1.2,1.8000001,0.6
5.352618,34.12787,3,2,2,2,0
15.942283,21.240046,2,1,1,1,0
10.052567,22.226095,2,1,1,1,0
1.0107472,42.159164,6,3.7711112,2.6,4.68,2.08
1.4429619,52.75716,2,1,1,1,0
1.7301645,48.207756,2,1,1,1,0
1.4172788,54.284172,2,1,1,1,0
2.421707,40.875748,2,1,1,1,0
1.1504427,37.975487,5,1.96,1,2.8000002,1.8000002
21.630968,15.915454,2,1,1,1,0
0.7239499,59.19137,3,1.3333334,1,1.8000001,0.8000001
6.672216,24.719461,2,1,1,1,0
0.9872315,42.366447,6,3.7711112,2.6,4.68,2.08
1.3711225,54.13491,2,1,1,1,0
1.7237079,48.616978,2,1,1,1,0
2.488495,40.136024,2,1,1,1,0
1.299497,36.691177,5,2.0400002,1.2,2.8000002,1.6000001
0.5206373,41.993656,4,1.4750001,1,1.9000001,0.9000001
0.74635977,56.39396,3,1.4,1.2,1.8000001,0.6
4.907285,28.687572,2,1,1,1,0
0.9749461,42.53206,6,3.7711112,2.6,4.68,2.08
1.3287656,55.83963,2,1,1,1,0
1.7484738,48.68808,2,1,1,1,0
16.364485,69.37026,2,0.9,0.8,1,0.19999999
1.4334648,35.414547,5,2.0400002,1.2,2.8000002,1.6000001
0.56829554,40.253757,4,1.55,1.2,1.9000001,0.70000005
0.7996118,53.768963,3,1.4,1.2,1.8000001,0.6
4.1920424,32.4939,2,1,1,1,0
0.91727906,44.929855,6,3.7711112,2.6,4.68,2.08
1.2937139,58.300148,2,1,1,1,0
1.7855139,48.487194,2,1,1,1,0
177.67305,64.283485,2,1,1,1,0
1.5481783,36.420177,5,2.0400002,1.2,2.8000002,1.6000001
0.60078514,39.473106,4,1.55,1.2,1.9000001,0.70000005
0.8609797,51.124462,3,1.4,1.2,1.8000001,0.6
3.8386438,36.62397,2,1,1,1,0
0.92905146,44.648293,6,3.7711112,2.6,4.68,2.08
1.2904791,61.186146,2,1,1,1,0
1.8080593,48.31097,2,1,1,1,0
21.902613,59.27062,2,1,1,1,0
1.4072918,37.22763,5,2.0400002,1.2,2.8000002,1.6000001
0.64376116,38.91989,4,1.55,1.2,1.9000001,0.70000005
0.92733675,49.297493,3,1.4,1.2,1.8000001,0.6
3.498843,41.57992,2,1,1,1,0
0.94544834,44.338314,6,3.7711112,2.6,4.68,2.08
1.2899469,64.921425,2,1,1,1,0
1.8163056,48.26693,2,1,1,1,0
11.89058,54.729866,2,1,1,1,0
1.378176,42.64849,5,2.4199998,2.1,3.6000001,1.5000002
0.7068667,46.014183,4,1.9666667,1.2,2.6666667,1.4666667
1.0375919,47.69608,3,1.4,1.2,1.8000001,0.6
3.1446688,47.00552,2,1,1,1,0
0.8983138,44.903305,6,3.7711112,2.6,4.68,2.08
1.4227083,67.526825,2,1,1,1,0
1.7843384,48.499886,2,1,1,1,0
0.8940525,48.04789,6,2.3777778,1.2,3.6000001,2.4
10.346641,49.365925,2,1,1,1,0
0.7584727,45.039833,4,2.0833335,1.4000001,2.7333333,1.3333333
1.0202101,46.86058,3,1.4,1.2,1.8000001,0.6
2.8483505,52.643364,2,1,1,1,0
0.8320677,45.030037,6,3.7711112,2.6,4.68,2.08
1.7683715,48.578575,2,1,1,1,0
0.9003918,48.98514,6,2.4361112,1.4000001,3.65,2.25
7.7507844,44.230827,2,1,1,1,0
0.8080034,44.40939,4,2.0833335,1.4000001,2.7333333,1.3333333
0.980776,46.973602,3,1.4,1.2,1.8000001,0.6
2.5767956,58.382805,2,1,1,1,0
0.80779046,46.102146,6,3.7711112,2.6,4.68,2.08
1.7950479,48.433247,2,1,1,1,0
0.8170962,47.281864,6,2.1333334,1.4000001,2.8000002,1.4000001
6.495302,39.34997,2,1,1,1,0
0.8705776,43.556488,4,2.0833335,1.4000001,2.7333333,1.3333333
0.9264223,48.374596,3,1.4,1.2,1.8000001,0.6
2.2515666,64.309235,2,1,1,1,0
0.7794385,46.294197,6,3.7711112,2.6,4.68,2.08
1.8283706,48.231083,2,1,1,1,0
0.72457516,44.35795,6,1.7333332,1.2,2.1,0.89999986
5.9725165,34.753166,2,1,1,1,0
0.9531235,42.22213,4,2.0833335,1.4000001,2.7333333,1.3333333
0.87472594,50.496628,3,1.4,1.2,1.8000001,0.6
0.74706876,46.01345,6,3.4833333,1.8,4.6,2.8
1.8888118,47.929195,2,1,1,1,0
0.6549875,49.557064,6,2.0333333,1.2,2.8000002,1.6000001
5.83013,30.468243,2,1,1,1,0
1.0422509,45.857983,4,2.5166667,2.2,2.8666668,0.66666675
0.8250114,53.16925,3,1.4,1.2,1.8000001,0.6
0.7147164,45.608498,6,3.161111,1.8,3.95,2.15
2.027031,47.308994,2,1,1,1,0
0.6081577,50.19629,6,2.0777779,1.2,2.8666668,1.6666667
5.9185767,27.158157,2,1,1,1,0
1.1525761,43.795155,4,2.5333333,2.2,2.8666668,0.66666675
0.487286,59.40222,4,1.6,1.2,2.6000001,1.4000001
0.6666071,45.04548,6,2.8388891,1.6,3.8500001,2.25
2.280083,46.248924,2,1,1,1,0
0.55719584,51.239277,6,2.0777779,1.2,2.8666668,1.6666667
7.163012,23.657057,2,1,1,1,0
0.37319896,46.983356,10,2.9083333,1.6,3.9,2.3000002
0.50616664,61.940598,4,2.0416665,1.4000001,2.6666667,1.2666667
2.5588915,45.262688,2,1,1,1,0
0.51732504,52.263798,6,2.0777779,1.2,2.8666668,1.6666667
8.87837,22.25556,2,1,1,1,0
0.3792658,47.231052,10,2.9133332,1.6,3.9,2.3000002
0.53485566,61.37535,4,2.0833335,1.4000001,2.7333333,1.3333333
2.6279814,45.092037,2,1,1,1,0
0.4793346,53.58228,6,2.0777779,1.2,2.8666668,1.6666667
14.949935,21.544573,2,1,1,1,0
0.37873206,48.521908,10,3.0666666,1.6,3.9,2.3000002
0.5745517,60.90812,4,2.0833335,1.4000001,2.7333333,1.3333333
2.9480896,44.03775,2,1,1,1,0
0.45014164,51.83072,6,1.8111111,1.2,2.8666668,1.6666667
15.55053,20.60053,2,1,1,1,0
0.34562224,44.656834,9,2.988889,1.6,3.8500001,2.25
0.60422844,61.221924,4,2.0833335,1.4000001,2.7333333,1.3333333
3.2348588,43.47575,2,1,1,1,0
7.8974776,23.26,2,1.1,1,1.2,0.20000005
15.036126,21.035719,2,1,1,1,0
0.5519968,55.799145,4,1.55,1.2,1.9000001,0.70000005
0.35641038,41.37843,9,2.7296298,1.4000001,3.8000002,2.4
0.6222055,59.517742,4,1.6,1.2,1.9000001,0.70000005
3.5493913,43.03823,2,1,1,1,0
10.322997,19.728798,2,1,1,1,0
15.306437,20.829779,2,1,1,1,0
1.389164,48.275375,3,1.4333334,1.2,1.9000001,0.70000005
0.8012692,35.385952,5,2.91,1.6,3.75,2.15
0.6574177,60.14986,4,1.5500001,1.2,1.9000001,0.70000005
3.6426427,42.913795,2,1,1,1,0
9.635117,20.623314,2,1,1,1,0
0.826316,40.178272,4,2.1,1.4000001,2.8000002,1.4000001
14.2032995,21.656647,2,1,1,1,0
0.9906205,67.556114,2,0.9,0.8,1,0.19999999
1.3964479,47.144043,3,1.4,1.2,1.8000001,0.6
0.87918603,32.627712,5,2.9,1.6,3.7,2.1
0.7153743,60.387043,4,1.5500001,1.2,1.9000001,0.70000005
3.4943633,43.08603,2,1,1,1,0
9.320201,21.151548,2,1,1,1,0
0.8209634,40.527447,4,2.0833333,1.4000001,2.7333333,1.3333333
14.737944,21.224981,2,1,1,1,0
1.0428649,65.65884,2,1,1,1,0
1.387681,46.244812,3,1.4,1.2,1.8000001,0.6
0.9075969,32.37876,5,2.9,1.6,3.7,2.1
3.1051397,42.17295,2,1.1,1,1.2,0.20000005
3.6099858,42.959457,2,1,1,1,0
8.4807,22.772831,2,1,1,1,0
0.8192225,40.699955,4,2.0833333,1.4000001,2.7333333,1.3333333
0.4999717,52.573383,4,1.475,1,1.9000001,0.9000001
14.68138,21.276127,2,1,1,1,0
1.1334747,62.525795,2,1,1,1,0
0.94446635,37.788597,5,3.2,2.3,3.8000002,1.5000002
4.059241,38.34807,2,1,1,1,0
3.6308742,42.930897,2,1,1,1,0
8.399236,24.135967,2,1,1,1,0
0.8148538,41.0411,4,2.0833333,1.4000001,2.7333333,1.3333333
1.3961304,60.889545,2,1.1,1,1.2,0.20000005
14.375483,21.545464,2,1,1,1,0
1.2075927,59.91784,2,1,1,1,0
24.548851,19.683517,2,1,1,1,0
0.99954325,37.77414,5,3.2533336,2.4,3.8000002,1.4000001
5.8055267,34.21581,2,1,1,1,0
4.2125964,42.365242,2,1,1,1,0
8.621568,24.611954,2,1,1,1,0
0.8157764,41.118896,4,2.0833333,1.4000001,2.7333333,1.3333333
1.6727421,55.800617,2,1,1,1,0
14.17868,21.740995,2,1,1,1,0
1.2452259,58.515198,2,1,1,1,0
44.15257,14.314059,2,1,1,1,0
1.04902,36.79095,5,3.2533336,2.4,3.8000002,1.4000001
8.01348,30.611254,2,1,1,1,0
4.902948,42.250847,2,1,1,1,0
9.179249,25.438042,2,1,1,1,0
0.8133725,40.90856,4,2.0833333,1.4000001,2.7333333,1.3333333
2.0751565,50.169266,2,1,1,1,0
14.353802,21.467459,2,1,1,1,0
4.7671614,67.73044,2,0.9,0.8,1,0.19999999
1.3213723,56.31286,2,1,1,1,0
30.560102,15.407352,2,1,1,1,0
1.063369,36.784775,5,3.2533336,2.4,3.8000002,1.4000001
12.6978855,26.759941,2,1,1,1,0
5.667771,42.207474,2,1,1,1,0
1.8724015,38.61928,4,1.475,1,1.9000001,0.9000001
0.81687325,40.443478,4,2.0833333,1.4000001,2.7333333,1.3333333
2.5940917,44.755413,2,1,1,1,0
14.248003,21.60166,2,1,1,1,0
12.878476,63.067177,2,1,1,1,0
1.3921384,54.382214,2,1,1,1,0
0.9716665,39.43658,5,3.2533336,2.4,3.8000002,1.4000001
22.772654,22.449387,2,1,1,1,0
7.2678914,42.137165,2,1,1,1,0
1.805416,38.04468,4,1.5500001,1.2,1.9000001,0.70000005
0.8272683,40.071007,4,2.0833333,1.4000001,2.7333333,1.3333333
3.3242223,39.29327,2,1,1,1,0
14.384127,21.443205,2,1,1,1,0
15.748401,59.472878,2,1,1,1,0
1.4290267,53.347412,2,1,1,1,0
0.7465104,43.990566,6,3.0416667,1.4000001,3.8500001,2.45
59.98757,18.005272,2,1,1,1,0
12.573386,41.81841,2,1,1,1,0
1.8019524,44.25619,4,2.0583334,1.4000001,2.7333333,1.3333333
0.82683057,39.888577,4,2.0833333,1.4000001,2.7333333,1.3333333
4.299698,34.497578,2,1,1,1,0
14.912342,20.615788,2,1,1,1,0
5.0407376,56.481255,2,1,1,1,0
1.4614558,52.5973,2,1,1,1,0
0.7509039,42.039112,6,2.736111,1.2,3.8500001,2.65
141.56503,21.352716,2,1,1,1,0
35.99257,41.890514,2,1,1,1,0
1.7380316,42.851624,4,2.0833333,1.4000001,2.7333333,1.3333333
0.8327444,39.53209,4,2.0833333,1.4000001,2.7333333,1.3333333
6.1262026,29.21297,2,1,1,1,0
17.367691,18.22472,2,1,1,1,0
3.25443,53.580956,2,1,1,1,0
1.5151297,51.493355,2,1,1,1,0
0.75369257,43.462326,6,2.7083333,1.2,3.75,2.55
21.167933,23.608973,2,1,1,1,0
69.79211,42.0856,2,1,1,1,0
1.7003721,41.491554,4,2.0833333,1.4000001,2.7333333,1.3333333
0.8366802,39.23893,4,2.0833333,1.4000001,2.7333333,1.3333333
9.101495,23.932518,2,1,1,1,0
11.056447,20.227816,2,1,1,1,0
2.4639716,51.882164,2,1,1,1,0
1.5720658,50.44953,2,1,1,1,0
0.75652206,45.04557,6,2.7083333,1.2,3.75,2.55
10.565792,26.790236,2,1,1,1,0
11.8322935,42.18351,2,1,1,1,0
1.629337,40.489456,4,2.0833333,1.4000001,2.7333333,1.3333333
0.8527642,38.69928,4,2.0833333,1.4000001,2.7333333,1.3333333
15.692838,18.476118,2,1,1,1,0
9.570744,20.677925,2,1,1,1,0
2.0962822,50.11535,2,1,1,1,0
1.6575286,49.170734,2,1,1,1,0
0.7611526,48.897964,6,3.0633335,2.2,4.48,2.28
7.3749413,29.851435,2,1,1,1,0
6.180108,42.012077,2,1,1,1,0
1.614529,39.178936,4,2.0833333,1.4000001,2.7333333,1.3333333
0.885545,44.15481,4,2.4499998,2.1,2.8666668,0.7666669
41.371136,15.181366,2,1,1,1,0
9.037139,21.038488,2,1,1,1,0
1.8980519,48.73445,2,1,1,1,0
1.7294929,48.348183,2,1,1,1,0
0.7678242,49.670807,6,3.0866668,2.3,4.52,2.22
5.5895042,32.369267,2,1,1,1,0
4.0664377,42.146675,2,1,1,1,0
1.6557224,37.88717,4,2.0833333,1.4000001,2.7333333,1.3333333
0.9184433,42.44555,4,2.5333333,2.2,2.8666668,0.66666675
34.29385,15.413409,2,1,1,1,0
9.439142,21.04768,2,1,1,1,0
1.7328418,48.94238,2,1,1,1,0
1.8419305,47.297882,2,1,1,1,0
0.78038865,50.304436,6,3.0866668,2.3,4.52,2.22
4.746861,34.575138,2,1,1,1,0
2.9054432,43.499916,2,1,1,1,0
1.7926909,36.68111,4,2.0833333,1.4000001,2.7333333,1.3333333
0.9712258,42.504974,4,2.5333333,2.2,2.8666668,0.66666675
11.648143,19.543213,2,1,1,1,0
23.340216,16.190868,2,1,1,1,0
1.5697807,50.562504,2,1,1,1,0
1.9191577,46.685905,2,1,1,1,0
0.73977816,48.60512,6,2.7166665,2.2,3.7,1.5
3.8879848,37.698486,2,1,1,1,0
2.2268922,45.583935,2,1,1,1,0
1.9339467,36.062904,4,2.0833333,1.4000001,2.7333333,1.3333333
1.0361409,42.40516,4,2.5333333,2.2,2.8666668,0.66666675
10.3806305,20.774448,2,1,1,1,0
16.493269,21.0883,2,1,1,1,0
1.4890237,52.01317,2,1,1,1,0
1.9732243,46.5367,2,1,1,1,0
0.70039386,49.249565,6,2.7166665,2.2,3.7,1.5
3.306311,40.36656,2,1,1,1,0
1.7958992,48.534325,2,1,1,1,0
1.7915641,36.364147,4,2.0833333,1.4000001,2.7333333,1.3333333
1.0764779,42.626396,4,2.5333333,2.2,2.8666668,0.66666675
9.557351,21.984472,2,1,1,1,0
2338.8325,20.438274,2,1,1,1,0
1.4664342,53.54788,2,1,1,1,0
2.0354466,46.4506,2,1,1,1,0
0.6594823,47.138832,6,2.45,2.2,3.7,1.5
2.8377955,43.225857,2,1,1,1,0
1.5718154,50.609863,2,1,1,1,0
5.5510516,24.454245,3,2.0333333,2,2.1,0.099999905
1.107027,42.510483,4,2.5333333,2.2,2.8666668,0.66666675
9.518822,22.042963,2,1,1,1,0
16.951052,20.910461,2,1,1,1,0
1.4110081,56.740883,2,1,1,1,0
2.0832803,46.487774,2,1,1,1,0
0.61591303,47.859867,6,2.3999999,2,3.6000001,1.6000001
2.3617065,46.996063,2,1,1,1,0
1.4363327,52.84312,2,1,1,1,0
5.7909393,24.262777,3,2,2,2,0
1.1677061,42.18605,4,2.5333333,2.2,2.8666668,0.66666675
9.081061,22.591106,2,1,1,1,0
14.837716,18.595285,2,1,1,1,0
1.4210653,59.769154,2,1,1,1,0
2.1066217,46.46465,2,1,1,1,0
0.5835162,44.13118,6,2.05,1.2,2.8000002,1.6000001
1.893483,51.23075,2,1,1,1,0
1.3187509,55.84787,2,1,1,1,0
5.2786603,23.935226,3,2,2,2,0
1.2004004,42.49669,4,2.5333333,2.2,2.8666668,0.66666675
9.005537,22.6933,2,1,1,1,0
14.0426,24.197474,2,1,1,1,0
1.4530618,63.391182,2,1,1,1,0
2.0741138,46.544846,2,1,1,1,0
0.5565157,43.958866,6,2.033333,1.2,2.8000002,1.6000001
1.5838426,55.352276,2,1,1,1,0
1.1931072,59.916275,2,1,1,1,0
4.5723453,25.156654,3,2,2,2,0
1.2376119,42.94292,4,2.5333333,2.2,2.8666668,0.66666675
9.662189,21.966677,2,1,1,1,0
11.674655,29.984547,2,1,1,1,0
1.4773664,67.75687,2,1,1,1,0
1.975272,47.061295,2,1,1,1,0
0.5330552,43.974865,6,2.033333,1.2,2.8000002,1.6000001
1.3100078,59.87897,2,1,1,1,0
1.1014428,64.138306,2,1,1,1,0
3.8256955,28.004478,3,2,2,2,0
1.3210759,47.138065,4,2.95,2.8666668,3,0.1333332
10.412696,21.243649,2,1,1,1,0
10.647451,35.78062,2,1,1,1,0
1.9348406,47.265816,2,1,1,1,0
0.50937563,44.07726,6,2.033333,1.2,2.8000002,1.6000001
1.0861928,65.02946,2,1,1,1,0
1.0315038,68.51538,2,1,1,1,0
3.4359453,30.613813,3,2,2,2,0
1.3496481,47.047485,4,3,3,3,0
12.990258,19.224356,2,1,1,1,0
10.620256,41.48545,2,1,1,1,0
1.7897,48.405277,2,1,1,1,0
0.76787305,37.39558,4,2.1,1.4000001,2.8000002,1.4000001
0.94240797,69.38665,2,1,1,1,0
2.9613175,34.32233,3,2,2,2,0
1.3368857,46.411087,4,3,3,3,0
14.534625,23.389362,2,1,1,1,0
9.595116,47.284904,2,1,1,1,0
2.4354377,43.517284,2,1,1,1,0
1.630269,50.178402,2,1,1,1,0
0.7807186,36.78259,4,2.0833333,1.4000001,2.7333333,1.3333333
2.4355175,38.310997,3,2,2,2,0
1.3139743,46.217678,4,3,3,3,0
35.252502,27.066504,2,1,1,1,0
7.7152653,53.204437,2,1,1,1,0
2.3123386,45.611267,2,1,1,1,0
1.5409399,51.26929,2,1,1,1,0
0.793444,36.529808,4,2.0833333,1.4000001,2.7333333,1.3333333
2.0167031,42.1746,3,2,2,2,0
1.3314402,45.618835,4,3,3,3,0
34.571762,31.41037,2,1,1,1,0
5.2171607,59.107697,2,1,1,1,0
2.1839626,48.331074,2,1,1,1,0
1.4675698,52.39004,2,1,1,1,0
0.8023601,36.352184,4,2.0833333,1.4000001,2.7333333,1.3333333
1.5942723,46.448273,3,2,2,2,0
1.3334314,45.420013,4,3,3,3,0
9.57814,36.16436,2,1,1,1,0
3.6316593,64.958885,2,1,1,1,0
2.072701,51.697197,2,1,1,1,0
1.4578387,52.55145,2,1,1,1,0
0.79813147,36.829983,4,2.0833333,1.4000001,2.7333333,1.3333333
1.2824723,50.65481,3,2,2,2,0
1.3166236,45.78737,4,3,3,3,0
4.88648,40.327415,2,1,1,1,0
1.9038279,56.06787,2,1,1,1,0
1.568751,50.77137,2,1,1,1,0
1.2652963,68.51514,2,0.9,0.8,1,0.19999999
0.80425334,36.82282,4,2.0833333,1.4000001,2.7333333,1.3333333
1.1195405,68.009476,2,0.9,0.8,1,0.19999999
1.0571953,54.797787,3,2,2,2,0
1.336949,45.767628,4,3,3,3,0
3.0694592,44.414772,2,1,1,1,0
1.7173594,60.18066,2,1,1,1,0
1.6911114,49.03155,2,1,1,1,0
1.5820796,64.80277,2,1,1,1,0
4.370164,69.89872,2,0.9,0.8,1,0.19999999
0.8015491,37.600693,4,2.0833333,1.4000001,2.7333333,1.3333333
1.2846861,62.250618,2,1,1,1,0
0.8828172,52.42909,3,1.4666667,1.2,2,0.79999995
1.441958,44.525036,4,3,3,3,0
2.2742527,48.309727,2,1,1,1,0
1.5181072,65.1067,2,1,1,1,0
1.8366153,47.333023,2,1,1,1,0
2.1904707,61.332832,2,1,1,1,0
4.237359,64.26424,2,1,1,1,0
0.8030297,38.632977,4,2.0833333,1.4000001,2.7333333,1.3333333
1.4856573,56.627956,2,1,1,1,0
0.7478152,57.378563,3,1.4,1.2,1.8000001,0.6
1.5871555,42.859707,4,3,3,3,0
1.8150302,51.80363,2,1,1,1,0
1.9722502,46.04821,2,1,1,1,0
3.3286345,58.88548,2,1,1,1,0
4.823193,58.399124,2,1,1,1,0
0.8157959,39.10205,4,2.0833333,1.4000001,2.7333333,1.3333333
1.7094953,51.28908,2,1,1,1,0
1.980463,53.691303,2,1,1,1,0
1.6815851,42.489826,4,3,3,3,0
1.477263,56.77011,2,1,1,1,0
2.2011254,44.003445,2,1,1,1,0
6.3854785,57.237392,2,1,1,1,0
4.6231422,52.756413,2,1,1,1,0
0.35905588,45.57065,5,1.9866664,1,2.7333333,1.7333333
1.955905,46.543304,2,1,1,1,0
1.6281132,58.36542,2,1,1,1,0
1.8893089,41.103237,4,3,3,3,0
1.1848942,61.95867,2,1,1,1,0
2.3630292,42.81088,2,1,1,1,0
100.36037,55.78151,2,1,1,1,0
4.641136,47.158382,2,1,1,1,0
0.35877004,47.001614,5,2.04,1.2,2.8000002,1.6000001
2.3144197,41.866657,2,1,1,1,0
0.9701671,65.75846,3,1.2666668,1,1.8000001,0.8000001
2.1137617,40.30186,4,3,3,3,0
0.97395843,67.396385,2,1,1,1,0
2.498829,41.90356,2,1,1,1,0
8.363515,54.75142,2,1,1,1,0
5.1074395,41.44398,2,1,1,1,0
0.35425082,48.938248,5,2.04,1.2,2.8000002,1.6000001
2.771789,38.02696,2,1,1,1,0
0.88635856,67.41518,3,1.4000001,1.2,1.8000001,0.6
2.3705454,39.360508,4,3,3,3,0
2.576582,41.418114,2,1,1,1,0
4.484023,53.4585,2,1,1,1,0
5.2406526,36.18414,2,1,1,1,0
0.33198258,52.021984,5,2.04,1.2,2.8000002,1.6000001
3.6632044,33.81931,2,1,1,1,0
2.4103768,38.751163,4,3,3,3,0
2.5269036,41.751263,2,1,1,1,0
2.9307563,52.577637,2,1,1,1,0
5.442437,64.435356,2,1.1,1,1.2,0.20000005
5.8774486,30.917711,2,1,1,1,0
0.7602855,50.45234,4,2.1,1.4000001,2.8000002,1.4000001
5.477318,28.779554,2,1,1,1,0
2.3688211,38.19456,4,3,3,3,0
2.4890218,42.035496,2,1,1,1,0
2.2807608,52.031906,2,1,1,1,0
3.679736,62.963028,2,1,1,1,0
6.4159474,26.620256,2,1,1,1,0
0.7537001,47.27124,4,1.7333333,1.4000001,2.7333333,1.3333333
9.495292,23.909115,2,1,1,1,0
2.3331194,38.672344,4,3,3,3,0
2.5503194,41.599854,2,1,1,1,0
1.9320734,51.895824,2,1,1,1,0
3.1528425,61.94772,2,1,1,1,0
6.357358,25.10985,2,1,1,1,0
1.0132115,38.971115,3,1.4,1.2,1.8000001,0.6
23.060936,19.733541,2,1,1,1,0
2.2410765,39.172256,4,3,3,3,0
2.793027,39.738995,2,1,1,1,0
1.665936,52.70214,2,1,1,1,0
2.5338445,59.95977,2,1,1,1,0
7.106982,24.66701,2,1,1,1,0
0.9012555,41.13069,3,1.4,1.2,1.8000001,0.6
88.3446,18.515142,2,1,1,1,0
2.387858,37.51211,4,3,3,3,0
3.2676113,36.077206,2,1,1,1,0
1.4967151,53.32068,2,1,1,1,0
2.1223896,58.701374,2,1,1,1,0
8.020232,26.786236,2,1,1,1,0
0.807638,43.584053,3,1.4,1.2,1.8000001,0.6
58.72109,17.229332,2,1,1,1,0
2.512583,35.65466,4,3,3,3,0
3.8613691,32.842117,2,1,1,1,0
1.3604497,54.662445,2,1,1,1,0
1.8834604,57.873688,2,1,1,1,0
11.855452,29.411192,2,1,1,1,0
0.55024534,54.06975,4,1.5,1.2,1.8000001,0.6
20.219135,24.44001,2,1,1,1,0
2.3697577,35.551502,4,3,3,3,0
4.823607,29.035587,2,1,1,1,0
1.3282686,54.877655,2,1,1,1,0
1.6609447,57.925873,2,1,1,1,0
24.357452,33.730927,2,1,1,1,0
0.5044568,55.821026,4,1.55,1.2,1.9000001,0.70000005
11.461078,29.30148,2,1,1,1,0
2.1059346,37.413837,4,3,3,3,0
6.754703,24.348196,2,1,1,1,0
1.3032306,55.712402,2,1,1,1,0
1.483077,58.532314,2,1,1,1,0
183.88217,38.986137,2,1,1,1,0
0.46099576,57.961178,4,1.55,1.2,1.9000001,0.70000005
8.97085,34.317097,2,1,1,1,0
1.8950005,38.707405,4,3,3,3,0
10.300633,19.728466,2,1,1,1,0
1.2545615,57.492516,2,1,1,1,0
1.3289816,59.221645,2,1,1,1,0
22.110558,44.33368,2,1,1,1,0
0.5384327,55.176407,3,1.4333334,1.2,1.9000001,0.70000005
8.264949,39.30992,2,1,1,1,0
1.608789,36.68239,4,2.5666666,2.2,2.9333334,0.73333335
1.1406387,69.96484,2,0.9,0.8,1,0.19999999
18.68731,15.8439865,2,1,1,1,0
1.1990869,59.770447,2,1,1,1,0
1.2025324,60.783497,2,1,1,1,0
1.0070846,68.9138,2,0.9,0.8,1,0.19999999
9.354155,49.7023,2,1,1,1,0
2.8399928,44.421112,2,1,1,1,0
6.8656435,44.884132,2,1,1,1,0
1.3691646,40.21302,4,2.5333333,2.2,2.8666668,0.66666675
1.1653612,67.649765,2,1,1,1,0
12.517186,19.145304,2,1,1,1,0
1.1236119,63.431633,2,1,1,1,0
1.1165909,62.320877,2,1,1,1,0
0.9149823,69.01574,2,1,1,1,0
5.0972457,54.97275,2,1,1,1,0
2.6763148,46.366276,2,1,1,1,0
6.44056,50.606388,2,1,1,1,0
1.181206,43.673203,4,2.5333333,2.2,2.8666668,0.66666675
1.2395431,64.249664,2,1,1,1,0
13.178985,18.206112,2,1,1,1,0
1.0980655,66.89772,2,1,1,1,0
1.054959,63.467453,2,1,1,1,0
3.5767088,60.111446,2,1,1,1,0
2.4882278,48.82714,2,1,1,1,0
6.0432544,56.45449,2,1,1,1,0
1.036221,40.431347,4,2.0833335,1.4000001,2.7333333,1.3333333
1.2916278,61.431004,2,1,1,1,0
9.262245,21.581314,2,1,1,1,0
1.0089318,64.52457,2,1,1,1,0
2.8409016,66.02267,2,1,1,1,0
2.3650804,50.43522,2,1,1,1,0
7.137256,61.758656,2,1,1,1,0
0.92412525,42.953163,4,2.0833335,1.4000001,2.7333333,1.3333333
1.3754375,58.120705,2,1,1,1,0
7.6401653,23.666306,2,1,1,1,0
0.98262644,65.200676,2,1,1,1,0
2.2753584,51.75494,2,1,1,1,0
9.050196,66.35673,2,1,1,1,0
0.9450264,41.035553,4,2.0833335,1.4000001,2.7333333,1.3333333
1.4964769,54.46361,2,1,1,1,0
6.610556,25.462585,2,1,1,1,0
0.97004545,65.49363,2,1,1,1,0
2.0894532,54.545765,2,1,1,1,0
0.9441066,39.985493,4,2.0833335,1.4000001,2.7333333,1.3333333
1.670077,50.512203,2,1,1,1,0
5.274068,28.462044,2,1,1,1,0
0.9586019,65.81686,2,1,1,1,0
